"Person","DataYear","Country","Region","Gender","Age_years","Handed","Height_cm","Footlength_cm","Armspan_cm","Languages_spoken","Travel_to_school","Travel_time_to_school","Reaction_time","Score_in_memory_game","Favourite_physical_activity","Importance_reducing_pollution","Importance_recycling_rubbish","Importance_conserving_water","Importance_saving_energy","Importance_owning_computer","Importance_internet_access","Left_Footlength_cm","Longer_foot","Index_fingerlength_mm","Ring_fingerlength_mm","Longer_finger_lefthand","Birth_month","Favorite_season","Allergies","Vegetarian","Favorite_food","Beverage","Favorite_school_subject","Sleep_hours_schoolnight","Sleep_hours_non_schoolnight","Home_occupants","Home_internet_access","Communication_with_friends","Text_messages_sent_yesterday","Text_messages_received_yesterday","Activities_hanging_out_with_friends_hours","Activities_talking_on_phone_hours","Activities_doing_homework_hours","Activities_doing_things_with_family_hours","Activities_outdoor_activities_hours","Activities_video_games_hours","Activities_social_websites_hours","Activities_texting_messaging_hours","Activities_computer_use_hours","Activities_Watching_TV_Hours","Activities_paid_work_hours","Activities_work_at_home_hours","Schoolwork_pressure","Planned_education_level","Favorite_music","Superpower","Preferred_status","Role_model_type","Charity_donation"
852,2015,"USA","NC","Female",15,"Right-Handed",159,23,152,1,"Car",5,0.38,34,"Golf",513,765,909,487,990,999,22,"Right foot",77,79,"Ring finger","September","Fall","No","No","Poultry","Water","Science",7,12,4,"Yes - broadband connection","Text messaging",100,120,5,1,7,9,10,0,3,2,4,5,0,0,"A lot","Undergraduate degree","Punk rock","Telepathy","Rich","Musician or singer","Education/Youth development"
853,2013,"USA","CA","Female",16,"Right-Handed",124,23,123,1,"Car",6,0.72,36,"Table Tennis",800,700,600,700,500,800,24,"Left foot",79,74,"Index finger","February","Fall","Yes","No","Pizza/Pasta","Water","Other",8,6,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",50,50,15,5,3,4,4,0,20,20,5,40,0,4,"Some","Undergraduate degree","Rap/Hip hop","Freeze time","Happy","Relative","Education/Youth development"
854,2015,"USA","CA","Male",17,"Right-Handed",178,28,187,2,"Car",8,0.4,75,"Football (American)",1000,1000,1000,1000,500,880,28,"Same length",90,80,"Index finger","January","Winter","No","No","Meat","Water","History",6,9,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",100,100,5,15,6,5,2,2,3,1,7,8,0,1,"Some","Graduate degree","Other","Freeze time","Rich","Other","International aid"
855,2013,"USA","SC","Male",16,"Right-Handed",160,24,158,1,"Car",10,0.8,59,"Other",500,500,700,800,1000,1000,24,"Same length",70,65,"Index finger","October","Fall","No","No","Breads/Sandwiches","Sports drink","Physical education",8,10,5,"Yes - broadband connection","Text messaging",1,1,2,1,4,5,12,5,0,1,1,2,0,4,"None","Graduate degree","Rock and roll","Freeze time","Happy","Relative","Arts, culture, sports"
856,2015,"USA","SC","Female",15,"Right-Handed",168,24,166,2,"Car",10,0.35,41,"Soccer",100,500,200,200,700,850,25,"Left foot",70,68,"Index finger","May","Summer","No","No","Meat","Milk","Other",7,9,2,"Yes - broadband connection","Text messaging",175,250,10,2,10,15,12,0,8,12,8,5,0,8,"A lot","Graduate degree","Pop","Telepathy","Happy","Relative","Health"
857,2014,"USA","MN","Female",16,"Right-Handed",160,22,159,1,"Car",12,0.42,48,"Other",738,588,396,647,850,754,22,"Same length",65,68,"Ring finger","December","Spring","Yes","No","No favorite","Water","History",7,11,5,"Yes - broadband connection","In person",2,5,6,1,7,2,1,8,2,1,5,7,0,2,"A lot","Graduate degree","Other","Freeze time","Happy","Other","Other"
858,2015,"USA","CA","Male",12,"Right-Handed",155,22,128,1,"Car",10,0.4,72,"Running/Jogging",850,850,1000,500,1000,1000,23,"Left foot",60,70,"Ring finger","December","Winter","Yes","No","Soups","Water","Science",8,10,4,"Yes - broadband connection",NA,0,0,3,1,5,4,5,5,0,0,5,2,0,1,"Some","Other","Techno/Electronic","Freeze time","Healthy","Relative","Health"
859,2013,"USA","ID","Female",17,"Right-Handed",167,22,163,1,"Car",5,0.3,55,"Tennis",829,904,668,578,481,824,22,"Same length",83,74,"Index finger","January","Summer","No","No","Breads/Sandwiches","Juice","Other",8,10,5,"Yes - broadband connection","Text messaging",50,50,10,1,8,3,5,0,16,20,20,8,0,2,"A lot","Graduate degree","Other","Fly","Happy","Relative","Health"
860,2014,"USA","GU","Female",14,"Right-Handed",156,23.5,158,1,"Car",20,0.5,48,"Soccer",1000,999,1000,900,1000,1000,23,"Right foot",68,67,"Index finger","July","Summer","No","No","Seafood","Tea","Other",8,10,4,"Yes - broadband connection","Internet chat or instant messaging",7,0,25,0,0,10,5,0,35,35,35,20,0,5,"Some","Graduate degree","Pop","Fly","Happy","Relative","Wildlife, animals"
861,2015,"USA","MA","Male",13,"Right-Handed",158,24,138,1,"Walk",10,0.42,31,"Hockey (Ice)",700,800,900,800,1000,1000,23,"Right foot",83,85,"Ring finger","August","Summer","No","No","Seafood","Water","History",8,7,6,"Yes - broadband connection","Text messaging",3,7,31,2,9,48,6,16,3,3,30,15,0,5,"Some","Graduate degree","Reggae","Freeze time","Happy","Relative","Health"
862,2014,"USA","GA","Female",14,"Right-Handed",163,15.24,163,1,"Car",12,0.31,36,"Baseball/Softball",50,20,80,85,100,100,15,"Left foot",90,60,"Index finger","April","Summer","Yes","No","Meat","Tea","Physical education",7,8,5,"Yes - other","Text messaging",200,225,55,4,1,2,57,1,70,70,60,30,0,0,"A lot","Graduate degree","Country","Invisibility","Happy","Relative","Health"
863,2012,"USA","OH","Male",10,"Right-Handed",138,21,128,1,"Car",32,0.23,36,"Baseball/Softball",118,128,134,203,487,1000,20,"Right foot",70,60,"Index finger","July","Summer","Yes","No","Fruit","Milk","Mathematics and statistics",9,9.5,6,"Yes - other","In person",0,0,30,0,0,3,6,2,0,0,4,6,0,1,"None","Other","Other","Invisibility","Happy","Sports person","Arts, culture, sports"
864,2014,"USA","IL","Female",17,"Right-Handed",170,24,172,1,"Car",12,0.37,31,"Swimming",717,647,540,535,759,888,24,"Same length",70,73,"Ring finger","September","Fall","No","No","Desserts","Water","Mathematics and statistics",7,11,5,"Yes - broadband connection","Text messaging",45,60,12,1,10,5,16,1,30,5,40,6,25,8,"Some","Graduate degree","Rock and roll","Invisibility","Rich","Actor","Arts, culture, sports"
865,2015,"USA","KS","Male",17,"Right-Handed",170,25,170,2,"Car",10,0.28,36,"Tennis",700,700,800,800,1000,1000,26,"Left foot",80,90,"Ring finger","October","Winter","Yes","No","Soups","Tea","Computers and technology",7,6,4,"Yes - broadband connection","Internet chat or instant messaging",11,9,6,1,24,3,12,20,1,2,15,0,8,3,"Some","Graduate degree","Classical","Freeze time","Healthy","Friend","Arts, culture, sports"
866,2013,"USA","NY","Male",17,"Right-Handed",182,26.7,179,1,"Rail (Train/Tram/Subway)",20,0.37,57,"Cycling",754,235,770,770,866,866,27,"Same length",98,104,"Ring finger","February","Fall","Yes","No","Meat","Water","Science",6,8,4,"Yes - broadband connection","Internet chat or instant messaging",3,3,10,1,35,30,10,30,30,40,50,0,0,5,"Some","Graduate degree","Other","Freeze time","Happy","Business person","Health"
867,2014,"USA","WI","Male",13,"Right-Handed",150,25.5,154,1,"Bus",15,0.75,65,"Other",50,50,30,30,89,90,25,"Right foot",NA,NA,NA,"February","Fall","No","No","Soups","Milk","Mathematics and statistics",10,10,6,"Yes - other","In person",14,18,24,1,3,48,24,72,2,2,12,12,0,3,"Some","Graduate degree","Pop","Freeze time","Happy","Relative","Wildlife, animals"
868,2011,"USA","NC","Female",17,"Right-Handed",163,23,163,1,"Car",10,0.28,33,"Basketball",950,800,900,NA,700,700,23,"Right foot",70,65,"Index finger","August","Spring","No","No","Pizza/Pasta","Milk","English",8,10,2,"Yes - broadband connection","In person",0,1,0,1,5,8,0,6,2,0,4,8,0,0,"A lot","Graduate degree","Techno/Electronic","Telepathy","Happy","Relative","Wildlife, animals"
869,2015,"USA","OH","Female",13,"Right-Handed",163,15,156,1,"Bus",60,0.56,61,"Swimming",326,75,134,310,594,754,13,"Right foot",NA,NA,NA,"September","Fall","No","No","Rice/Noodle dishes","Water","Art",11,13,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",2,3,3,1,2,2,4,2,5,4,3,13,0,3,"Some","Other","Pop","Fly","Healthy","Musician or singer","Wildlife, animals"
870,2014,"USA","ID","Female",17,"Right-Handed",159,22,155,2,"Car",15,0.8,38,"Other",900,700,300,800,500,1000,21,"Right foot",83,69,"Index finger","November","Fall","No","No","Soups","Water","History",8,7,5,"Yes - other","Cell phone",2,0,6,1,5,10,10,0,1,2,4,2,16,6,"Some","Graduate degree","Pop","Fly","Rich","Relative","Religious"
871,2013,"USA","OH","Female",17,"Right-Handed",159,24,166,2,"Car",11,0.38,57,"Other",900,900,800,1000,1000,1000,23,"Right foot",80,70,"Index finger","January","Summer","Yes","No","Meat","Water","Mathematics and statistics",6,9,6,"Yes - broadband connection","In person",100,124,24,70,18,16,20,6,0,8,5,5,10,3,"A lot","Graduate degree","Rock and roll","Super strength","Happy","Business person","Health"
872,2013,"USA","SC","Female",16,"Right-Handed",137,21,133,1,"Car",10,0.88,36,"Basketball",600,650,700,800,900,1000,22,"Left foot",85,75,"Index finger","November","Fall","No","No","Desserts","Tea","Physical education",7,9,4,"Yes - broadband connection","Text messaging",190,195,14,8,4,70,40,3,1,6,8,3,1,3,"A lot","Some college","Country","Telepathy","Happy","Relative","Wildlife, animals"
873,2013,"USA","OH","Female",16,"Right-Handed",162,24.5,162,1,"Car",10,0.28,25,"Dancing",594,594,701,706,273,273,24,"Right foot",70,70.4,"Ring finger","January","Summer","No","No","Pizza/Pasta","Water","English",7,9,4,"Yes - broadband connection","Text messaging",35,36,14,1,5,2,8,0,6,1,14,5,6,1,"Some","Graduate degree","Pop","Invisibility","Happy","Musician or singer","Wildlife, animals"
874,2014,"USA","NY","Female",12,"Right-Handed",152,25,150,2,"Bus",20,0.83,38,"Basketball",800,700,400,400,500,300,25,"Same length",70,70,"Same length","March","Spring","No","No","Desserts","Water","Mathematics and statistics",10,10,5,"Yes - other","In person",0,0,7,0,5,21,7,1,0,1,2,14,0,14,"A lot","Graduate degree","Rap/Hip hop","Fly","Healthy","Other","Education/Youth development"
875,2013,"USA","IN","Male",17,"Right-Handed",183,25,184,1,"Car",11,0.38,44,"Walking/Hiking",800,700,600,800,1000,1000,25,"Same length",65,66,"Ring finger","February","Spring","Yes","No","Pizza/Pasta","Water","Science",8,8,4,"Yes - broadband connection","In person",20,20,12,1,6,5,2,18,9,6,10,0,0,3,"None","Graduate degree","Heavy metal","Fly","Happy","Other","Other"
876,2015,"USA","VT","Female",16,"Right-Handed",157,25.5,165,1,"Car",5,0.89,53,"Other",500,900,600,400,500,500,25,"Right foot",70,75,"Ring finger","September","Summer","Yes","No","Fruit","Tea","Art",7,9,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",15,10,4,2,5,12,30,3,24,2,15,2,30,2,"Some","Some college","Country","Fly","Happy","Friend","Wildlife, animals"
877,2013,"USA","GA","Male",17,"Right-Handed",177,26.5,181,1,"Car",20,0.43,34,"Other",0,0,50,875,500,700,26,"Right foot",99,105,"Ring finger","November","Summer","No","No","Meat","Water","Other",7,9,5,"Yes - broadband connection","In person",10,10,6,1,4,10,7,7,1,3,5,7,20,10,"Some","Some college","Country","Freeze time","Happy","Other","Other"
878,2015,"USA","CA","Female",17,"Right-Handed",155,20.3,142,2,"Car",5,0.92,87,"Dancing",626,684,813,856,545,856,25,"Left foot",65,64,"Index finger","August","Winter","Yes","No","Pizza/Pasta","Juice","Mathematics and statistics",7,10,2,"Yes - other","Text messaging",90,100,7,34,6,23,8,20,20,50,30,17,0,9,"Very little","Undergraduate degree","Other","Invisibility","Rich","Actor","Arts, culture, sports"
879,2015,"USA","MT","Female",17,"Right-Handed",165,18.3,165,1,"Car",10,0.5,67,"Walking/Hiking",400,200,600,300,400,500,18,"Same length",70,73,"Ring finger","April","Winter","No","Yes","Pizza/Pasta","Water","Physical education",6,6,4,"Yes - other","In person",100,100,6,3,2,6,4,0,10,4,0,5,10,2,"Very little","Graduate degree","Country","Freeze time","Happy","Relative","Wildlife, animals"
880,2014,"USA","VA","Male",17,"Right-Handed",178,28,187,1,"Car",22,0.28,40,"Football (American)",700,650,600,600,800,800,29,"Left foot",70,75,"Ring finger","October","Fall","Yes","No","Seafood","Water","Science",7,8,5,"Yes - broadband connection","Text messaging",135,200,10,1,24,10,24,0,8,50,3,5,24,6,"Some","Some college","Country","Super strength","Happy","Relative","Environment"
881,2015,"USA","MI","Female",16,"Right-Handed",164,26.5,175,2,"Bus",15,0.38,45,"Martial Arts",1000,1000,1000,1000,572,952,26,"Right foot",97,101,"Ring finger","May","Summer","No","No","Seafood","Water","Art",7,11,4,"No internet connection","Text messaging",10,15,2,2,5,1,0,0,10,30,30,0,0,20,"A lot","Undergraduate degree","Rap/Hip hop","Invisibility","Happy","Business person","Wildlife, animals"
882,2014,"USA","WI","Male",14,"Left-Handed",177,30,168,1,"Bus",40,0.45,64,"Football (American)",10,9,9,9,9,9,30,"Same length",65,76,"Ring finger","December","Summer","No","No","Meat","Water","Other",7,8,3,"Yes - other","In person",40,40,6,3,1,4,3,5,8,2,5,3,0,2,"A lot","Some college","Rap/Hip hop","Fly","Happy","Friend","Wildlife, animals"
883,2015,"USA","TX","Female",11,"Right-Handed",150,21,163,1,"Car",7,0.61,45,"Dancing",1000,1000,1000,1000,0,0,21,"Same length",80,80,"Same length","January","Summer","Yes","No","Pizza/Pasta","Soft drink (caffeinated)","Art",9,9,5,"Yes - broadband connection","In person",0,0,8,0,0,0,0,2,1,0,2,3,1,1,"A lot","Graduate degree","Rhythm and blues (R&B)","Invisibility","Healthy","Friend","Health"
884,2015,"USA","CA","Male",14,"Right-Handed",183,30,183,2,"Car",5,0.47,39,"Skateboarding/Rollerblading",11,1000,1000,503,775,893,30,"Right foot",105,100,"Index finger","January","Fall","No","No","Meat","Water","Physical education",7,7,2,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",100,100,10,1,1,8,15,0,5,10,24,1,0,5,"Some","Graduate degree","Pop","Invisibility","Healthy","Relative","International aid"
885,2013,"USA","UT","Male",15,"Right-Handed",154,23,152,2,"Car",15,0.31,33,"Baseball/Softball",176,176,455,631,465,465,25,"Left foot",NA,NA,NA,"November","Summer","No","No","Desserts","Water","Computers and technology",8,11,4,"Yes - broadband connection","In person",0,1,0,1,2,4,1,7,0,0,1,7,3,5,"A lot","Graduate degree","Country","Freeze time","Happy","Friend","Education/Youth development"
886,2014,"USA","IN","Female",16,"Ambidextrous",159,22,158,1,"Car",15,0.76,50,"Gymnastics",600,200,150,300,900,900,21,"Right foot",60,70,"Ring finger","May","Fall","Yes","No","Pizza/Pasta","Water","History",7,10,3,"Yes - broadband connection","Text messaging",200,250,15,2,5,15,3,0,25,30,100,20,20,2,"Some","Graduate degree","Punk rock","Freeze time","Famous","Actor","Health"
887,2013,"USA","MA","Female",11,"Right-Handed",147,21,148,2,"Car",5,0.49,49,"Other",1000,1000,999,1000,12,12,22,"Left foot",70,90,"Ring finger","March","Spring","Yes","No","Rice/Noodle dishes","Water","Science",9,10,4,"Yes - other","In person",0,0,2,0,7,1,12,0,1,1,1,1,0,1,"Some","Graduate degree","Classical","Telepathy","Happy","Actor","Environment"
888,2015,"USA","CO","Male",13,"Right-Handed",162,26,161,1,"Walk",3,0.74,73,"Tennis",750,800,800,400,500,700,26,"Same length",90,85,"Index finger","May","Spring","Yes","No","Other","Water","Physical education",6,NA,5,"Yes - broadband connection","In person",3,20,42,1,3,5,14,5,1,0,5,3,0,2,"Some","Graduate degree","Other","Freeze time","Healthy","Other","Wildlife, animals"
889,2011,"USA","FL","Male",16,"Right-Handed",188,29,200,2,"Car",20,0.44,40,"Football (American)",400,600,500,NA,800,1000,30,"Left foot",90,85,"Index finger","June","Spring","No","No","Meat","Water","Mathematics and statistics",6,10,3,"Yes - broadband connection","Text messaging",100,100,60,2,18,8,15,0,50,50,50,8,0,0,"A lot","Graduate degree","Rap/Hip hop","Freeze time","Rich","Relative","Religious"
890,2015,"USA","CA","Female",13,"Right-Handed",127,40,160,2,"Car",8,0.54,51,"Soccer",1000,999,1000,950,250,1000,40,"Same length",NA,NA,NA,"December","Summer","No","No","Pizza/Pasta","Tea","English",9,6,5,"Yes - other","Text messaging",150,150,33,3,10,15,4,0,10,20,16,6,3,3,"A lot","Undergraduate degree","Rap/Hip hop",NA,"Happy","Relative","Wildlife, animals"
891,2013,"USA","SC","Female",15,"Right-Handed",170,19.05,162,1,"Car",25,1.14,48,"Dancing",500,700,500,500,800,900,19,"Same length",70,60,"Index finger","February","Summer","No","No","Poultry","Water","History",7,10,3,"Yes - other","Cell phone",3,5,50,2,10,50,68,0,3,3,10,4,0,7,"A lot","Graduate degree","Other","Invisibility","Healthy","Relative","Health"
892,2012,"USA","GA","Male",16,"Right-Handed",171,26,171,2,"Car",16,0.37,37,"Other",700,900,600,500,1000,1000,25,"Right foot",NA,NA,NA,"March","Summer","Yes","No","Meat","Sports drink","History",7,10,2,"Yes - broadband connection","Text messaging",30,32,5,1,20,48,5,5,6,5,24,8,4,4,"Some","Graduate degree","Rap/Hip hop","Fly","Happy","Community leader or elder","Education/Youth development"
893,2014,"USA","MO","Female",17,"Right-Handed",170,27,170,1,"Car",5,0.35,33,"Baseball/Softball",0,0,0,0,25,50,27,"Same length",80,75,"Index finger","October","Fall","Yes","No","Pizza/Pasta","Water","Mathematics and statistics",8,8,3,"Yes - broadband connection","In person",6,6,10,0,4,15,25,0,10,5,30,0,20,2,"Very little","Graduate degree","Other","Freeze time","Happy","Other","Arts, culture, sports"
894,2011,"USA","SC","Female",17,"Right-Handed",163,25,151,1,"Car",15,0.3,88,"Other",1000,100,700,NA,300,500,25,"Same length",NA,NA,NA,"January","Fall","Yes","No","No favorite","Water","English",6,10,3,"Yes - other","Text messaging",30,40,3,10,3,12,1,0,2,5,1,2,15,2,"Some","Some college","Pop","Telepathy","Happy","Other","International aid"
895,2015,"USA","WI","Male",12,"Right-Handed",144,18,136,1,"Bus",20,0.52,52,"Football (American)",1000,1000,1000,1000,0,0,18,"Same length",NA,NA,NA,NA,"Spring",NA,"No","Other","Water","Music",10,12,3,"No internet connection","Telephone",0,0,48,2,3,18,2,6,7,0,7,3,0,0,"A lot","Some college","Other","Invisibility","Rich","Musician or singer","Environment"
896,2013,"USA","SC","Male",16,"Left-Handed",183,29,178,2,"Bus",30,0.8,50,"Martial Arts",900,900,700,600,300,300,29,"Same length",80,80,"Same length","July","Summer","No","No","No favorite","Water","Art",8,6,5,"Yes - broadband connection","Text messaging",7,8,2,0,1,3,1,4,0,2,4,2,0,1,"Very little","Some college","Punk rock","Super strength","Happy","Religious figure","Religious"
897,2013,"USA","PA","Female",16,"Right-Handed",174,25,181,3,"Car",10,0.52,36,"Dancing",920,900,900,900,1000,1000,25,"Left foot",102,102,"Same length","May","Summer","No","No","Breads/Sandwiches","Juice","History",6,9,5,"Yes - broadband connection","In person",15,20,3,1,18,1,7,1,7,12,40,2,0,1,"A lot","Graduate degree","Rap/Hip hop","Freeze time","Rich","Politician","Health"
898,2011,"USA","CA","Female",17,"Right-Handed",159,22.7,160,2,"Car",3,0.38,35,"Other",700,700,700,NA,1000,1000,23,"Left foot",89,98,"Ring finger","June","Summer","Yes","No","Rice/Noodle dishes","Water","Other",7,9,4,"Yes - broadband connection","Text messaging",80,80,15,1,3,10,3,0,21,50,21,12,0,0,"None","Graduate degree","Rhythm and blues (R&B)","Telepathy","Happy","Doctor or nurse","Education/Youth development"
899,2013,"USA","OH","Female",15,"Right-Handed",152,25,157,2,"Car",30,0.41,34,"Dancing",0,556,492,374,144,727,25,"Same length",101.6,101.6,"Same length","January","Summer","No","No","Other","Soft drink (caffeinated)","Mathematics and statistics",8,10,4,"No internet connection","Myspace, Facebook, other social networking sites, or blog",120,200,9,10,2,6,7,9,15,3,16,6,0,2,"None","High school",NA,"Telepathy","Rich","Other","Wildlife, animals"
900,2013,"USA","FL","Female",17,"Right-Handed",157,23,162,2,"Car",15,0.71,30,"Golf",900,400,800,650,700,900,25,"Left foot",76,72,"Index finger","February","Winter","No","No","Seafood","Water","Mathematics and statistics",5,10,3,"Yes - dial-up connection","Myspace, Facebook, other social networking sites, or blog",60,80,20,1,15,4,6,5,21,21,21,3,0,0,"A lot","Graduate degree","Pop","Freeze time","Rich","Friend","International aid"
901,2013,"USA","OH","Male",14,"Right-Handed",135,10.5,157,1,"Bus",25,0.31,39,"Football (American)",800,1000,1000,900,650,750,11,"Same length",76.2,69.85,"Index finger","September","Summer","No","No","Poultry","Water","Physical education",5,6,8,"Yes - broadband connection","Internet chat or instant messaging",0,0,2,1,1,1,2,4,1,1,2,1,0,2,"A lot","Graduate degree","Rap/Hip hop","Super strength","Rich","Sports person","Wildlife, animals"
